"Measure","Time","Time_Type","Ethnicity","Ethnicity_Type","Geography","Type of school","Value","Numerator","Denominator"
"Permanent exclusions","2009/10","Academic Year","Mixed White/Asian","ONS 18+1","England","State-funded primary","0.00983413","3","30506"
"Permanent exclusions","2009/10","Academic Year","Mixed other","ONS 18+1","England","State-funded primary","0.0437767","22.3462406","51046"
"Permanent exclusions","2009/10","Academic Year","Asian","ONS 5+1","England","State-funded primary","0.00160739","5","311064"
"Permanent exclusions","2009/10","Academic Year","Indian","ONS 18+1","England","State-funded primary","0.00122549","1","81600"
"Permanent exclusions","2009/10","Academic Year","Pakistani","ONS 18+1","England","State-funded primary","0.00228073","3","131537"
"Permanent exclusions","2009/10","Academic Year","Bangladeshi","ONS 18+1","England","State-funded primary","0.00185353","1","53951"
"Permanent exclusions","2009/10","Academic Year","Asian other","ONS 18+1","England","State-funded primary","0","0","43976"
"Permanent exclusions","2009/10","Academic Year","Black","ONS 5+1","England","State-funded primary","0.0386684","63.36904762","163878"
"Permanent exclusions","2009/10","Academic Year","Black Caribbean","ONS 18+1","England","State-funded primary","0.0997738","45.17460317","45277"
"Permanent exclusions","2009/10","Academic Year","Black African","ONS 18+1","England","State-funded primary","0.0137616","13.63888889","99108"
"Permanent exclusions","2009/10","Academic Year","Black other","ONS 18+1","England","State-funded primary","0.0233702","4.555555556","19493"
"Permanent exclusions","2009/10","Academic Year","Chinese","ONS 5+1","England","State-funded primary","0","0","11040"
"Permanent exclusions","2009/10","Academic Year","Other","ONS 5+1","England","State-funded primary","0","0","46859"
"Permanent exclusions","2009/10","Academic Year","All Ethnic Minorities","ONS 18+1","England","State-funded primary","0.0178627","147.1942774","824033"
"Permanent exclusions","2009/10","Academic Year","Unclassified","ONS 18+1","England","State-funded primary","0.0139801","3","21459"
"Permanent exclusions","2009/10","Academic Year","Total","ONS 5+1","England","State-funded secondary","0.15309","5019.020384","3278485"
"Permanent exclusions","2009/10","Academic Year","White","ONS 5+1","England","State-funded secondary","0.142146","3781.918243","2660582"
"Permanent exclusions","2009/10","Academic Year","White British","ONS 18+1","England","State-funded secondary","0.141149","3574.318114","2532308"
"Permanent exclusions","2009/10","Academic Year","White Irish","ONS 18+1","England","State-funded secondary","0.204991","23.96965203","11693"
"Permanent exclusions","2009/10","Academic Year","Irish Traveller","ONS 18+1","England","State-funded secondary","1.2299","13.66423364","1111"
"Permanent exclusions","2009/10","Academic Year","Gypsy/Roma","ONS 18+1","England","State-funded secondary","0.890384","32.56134684","3657"
"Permanent exclusions","2009/10","Academic Year","White other","ONS 18+1","England","State-funded secondary","0.122888","137.4048961","111813"
"Permanent exclusions","2009/10","Academic Year","Mixed","ONS 5+1","England","State-funded secondary","0.277957","317.6220239","114270"
"Permanent exclusions","2009/10","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","State-funded secondary","0.437857","169.844651","38790"
"Permanent exclusions","2009/10","Academic Year","Mixed White/Black African","ONS 18+1","England","State-funded secondary","0.254167","29.34613532","11546"
"Permanent exclusions","2009/10","Academic Year","Mixed White/Asian","ONS 18+1","England","State-funded secondary","0.130925","31.04093508","23709"
"Permanent exclusions","2009/10","Academic Year","Mixed other","ONS 18+1","England","State-funded secondary","0.217254","87.39030252","40225"
"Permanent exclusions","2009/10","Academic Year","Asian","ONS 5+1","England","State-funded secondary","0.0914623","237.7104331","259900"
"Permanent exclusions","2009/10","Academic Year","Indian","ONS 18+1","England","State-funded secondary","0.0436633","35.50695507","81320"
"Permanent exclusions","2009/10","Academic Year","Pakistani","ONS 18+1","England","State-funded secondary","0.123282","119.9710886","97314"
"Permanent exclusions","2009/10","Academic Year","Bangladeshi","ONS 18+1","England","State-funded secondary","0.142944","58.34840888","40819"
"Permanent exclusions","2009/10","Academic Year","Asian other","ONS 18+1","England","State-funded secondary","0.0590501","23.88398053","40447"
"Permanent exclusions","2009/10","Academic Year","Black","ONS 5+1","England","State-funded secondary","0.362983","526.3327064","145002"
"Permanent exclusions","2009/10","Academic Year","Black Caribbean","ONS 18+1","England","State-funded secondary","0.571838","258.2992399","45170"
"Permanent exclusions","2009/10","Academic Year","Black African","ONS 18+1","England","State-funded secondary","0.231709","194.2947934","83853"
"Permanent exclusions","2009/10","Academic Year","Black other","ONS 18+1","England","State-funded secondary","0.461472","73.73867304","15979"
"Permanent exclusions","2009/10","Academic Year","Chinese","ONS 5+1","England","State-funded secondary","0.0170609","2.306122449","13517"
"Permanent exclusions","2009/10","Academic Year","Other","ONS 5+1","England","State-funded secondary","0.138782","54.71625758","39426"
"Permanent exclusions","2009/10","Academic Year","All Ethnic Minorities","ONS 18+1","England","State-funded secondary","0.19222","1346.287672","700389"
"Permanent exclusions","2009/10","Academic Year","Unclassified","ONS 18+1","England","State-funded secondary","0.225315","96","42607"
"Permanent exclusions","2009/10","Academic Year","Total","ONS 5+1","England","Special","0.107823","99","91817"
"Permanent exclusions","2009/10","Academic Year","White","ONS 5+1","England","Special","0.111339","78.33333333","70356"
"Permanent exclusions","2009/10","Academic Year","White British","ONS 18+1","England","Special","0.113048","76.33333333","67523"
"Permanent exclusions","2009/10","Academic Year","White Irish","ONS 18+1","England","Special","0","0","265"
"Permanent exclusions","2009/10","Academic Year","Irish Traveller","ONS 18+1","England","Special","0","0","77"
"Permanent exclusions","2009/10","Academic Year","Gypsy/Roma","ONS 18+1","England","Special","0.529101","1","189"
"Permanent exclusions","2009/10","Academic Year","White other","ONS 18+1","England","Special","0.0434405","1","2302"
"Permanent exclusions","2009/10","Academic Year","Mixed","ONS 5+1","England","Special","0.228515","7.666666667","3355"
"Permanent exclusions","2009/10","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","Special","0.327332","4","1222"
"Permanent exclusions","2009/10","Academic Year","Mixed White/Black African","ONS 18+1","England","Special","0","0","342"
"Permanent exclusions","2009/10","Academic Year","Mixed White/Asian","ONS 18+1","England","Special","0.176056","1","568"
"Permanent exclusions","2009/10","Academic Year","Mixed other","ONS 18+1","England","Special","0.218043","2.666666667","1223"
"Permanent exclusions","2009/10","Academic Year","Asian","ONS 5+1","England","Special","0.0303536","2","6589"
"Permanent exclusions","2009/10","Academic Year","Indian","ONS 18+1","England","Special","0","0","1357"
"Permanent exclusions","2009/10","Academic Year","Pakistani","ONS 18+1","England","Special","0.0595593","2","3358"
"Permanent exclusions","2009/10","Academic Year","Bangladeshi","ONS 18+1","England","Special","0","0","912"
"Permanent exclusions","2009/10","Academic Year","Asian other","ONS 18+1","England","Special","0","0","962"
"Permanent exclusions","2009/10","Academic Year","Black","ONS 5+1","England","Special","0.19595","9","4593"
"Permanent exclusions","2009/10","Academic Year","Black Caribbean","ONS 18+1","England","Special","0.564573","8","1417"
"Permanent exclusions","2009/10","Academic Year","Black African","ONS 18+1","England","Special","0.0407664","1","2453"
"Permanent exclusions","2009/10","Academic Year","Black other","ONS 18+1","England","Special","0","0","723"
"Permanent exclusions","2009/10","Academic Year","Chinese","ONS 5+1","England","Special","0","0","226"
"Permanent exclusions","2009/10","Academic Year","Other","ONS 5+1","England","Special","0.118483","1","844"
"Permanent exclusions","2009/10","Academic Year","All Ethnic Minorities","ONS 18+1","England","Special","0.117498","21.66666667","18440"
"Permanent exclusions","2009/10","Academic Year","Unclassified","ONS 18+1","England","Special","0.0982318","1","1018"
"Permanent exclusions","2008/09","Academic Year","Total","ONS 5+1","England","Total","0.0878382","6541","7446642"
"Permanent exclusions","2008/09","Academic Year","White","ONS 5+1","England","Total","0.0941099","5000.188539","5313138"
"Permanent exclusions","2008/09","Academic Year","White British","ONS 18+1","England","Total","0.0940649","4739.576564","5038623"
"Permanent exclusions","2008/09","Academic Year","White Irish","ONS 18+1","England","Total","0.109566","25.09509015","22904"
"Permanent exclusions","2008/09","Academic Year","Irish Traveller","ONS 18+1","England","Total","0.2987","11.97488665","4009"
"Permanent exclusions","2008/09","Academic Year","Gypsy/Roma","ONS 18+1","England","Total","0.373275","36.289749","9722"
"Permanent exclusions","2008/09","Academic Year","White other","ONS 18+1","England","Total","0.0787171","187.252249","237880"
"Permanent exclusions","2008/09","Academic Year","Mixed","ONS 5+1","England","Total","0.148466","361.247515","243320"
"Permanent exclusions","2008/09","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","Total","0.248819","198.4309349","79749"
"Permanent exclusions","2008/09","Academic Year","Mixed White/Black African","ONS 18+1","England","Total","0.0952911","24.64895893","25867"
"Permanent exclusions","2008/09","Academic Year","Mixed White/Asian","ONS 18+1","England","Total","0.0756711","38.48327248","50856"
"Permanent exclusions","2008/09","Academic Year","Mixed other","ONS 18+1","England","Total","0.11478","99.68434863","86848"
"Permanent exclusions","2008/09","Academic Year","Asian","ONS 5+1","England","Total","0.0514691","286.9866278","557590"
"Permanent exclusions","2008/09","Academic Year","Indian","ONS 18+1","England","Total","0.0274043","44.55636629","162589"
"Permanent exclusions","2008/09","Academic Year","Pakistani","ONS 18+1","England","Total","0.070948","158.6433637","223605"
"Permanent exclusions","2008/09","Academic Year","Bangladeshi","ONS 18+1","England","Total","0.059601","54.51286952","91463"
"Permanent exclusions","2008/09","Academic Year","Asian other","ONS 18+1","England","Total","0.0366232","29.27402837","79933"
"Permanent exclusions","2008/09","Academic Year","Black","ONS 5+1","England","Total","0.177516","537.098713","302564"
"Permanent exclusions","2008/09","Academic Year","Black Caribbean","ONS 18+1","England","Total","0.297683","273.612012","91914"
"Permanent exclusions","2008/09","Academic Year","Black African","ONS 18+1","England","Total","0.109702","193.3795818","176277"
"Permanent exclusions","2008/09","Academic Year","Black other","ONS 18+1","England","Total","0.20396","70.1071192","34373"
"Permanent exclusions","2008/09","Academic Year","Chinese","ONS 5+1","England","Total","0.0122649","3.028571429","24693"
"Permanent exclusions","2008/09","Academic Year","Other","ONS 5+1","England","Total","0.0868608","71.90507241","82782"
"Permanent exclusions","2008/09","Academic Year","All Ethnic Minorities","ONS 18+1","England","Total","0.102384","1520.878474","1485464"
"Permanent exclusions","2008/09","Academic Year","Unclassified","ONS 18+1","England","Total","0.37784","265.360778","70231"
"Permanent exclusions","2008/09","Academic Year","Total","ONS 5+1","England","State-funded primary","0.017634","719","4077350"
"Permanent exclusions","2008/09","Academic Year","White","ONS 5+1","England","State-funded primary","0.0223485","572.1850993","2560282"
"Permanent exclusions","2008/09","Academic Year","White British","ONS 18+1","England","State-funded primary","0.0223896","540.7347497","2415117"
"Permanent exclusions","2008/09","Academic Year","White Irish","ONS 18+1","England","State-funded primary","0.00932227","1","10727"
"Permanent exclusions","2008/09","Academic Year","Irish Traveller","ONS 18+1","England","State-funded primary","0.168747","4.866666667","2884"
"Permanent exclusions","2008/09","Academic Year","Gypsy/Roma","ONS 18+1","England","State-funded primary","0.0911984","5.875","6442"
"Permanent exclusions","2008/09","Academic Year","White other","ONS 18+1","England","State-funded primary","0.0157528","19.70868292","125112"
"Permanent exclusions","2008/09","Academic Year","Mixed","ONS 5+1","England","State-funded primary","0.0367405","48.99820054","133363"
"Permanent exclusions","2008/09","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","State-funded primary","0.070708","29.51421013","41741"
