"Measure","Time","Time_Type","Local_Authority_code","Local_Authority_name","Type of school","Ethnicity","Ethnicity_type","Value","Numerator","Denominator"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","Total","Mixed White/Black Caribbean","ONS 18+1","6.31","14","222"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","Total","Mixed White/Black African","ONS 18+1","9.68","21","217"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","Total","Mixed White/Asian","ONS 18+1","3","13","433"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","Total","Mixed other","ONS 18+1","2.53","13","513"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","Total","Asian","ONS 5+1","0.97","12","1238"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","Total","Indian","ONS 18+1","0","0","413"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","Total","Pakistani","ONS 18+1","0","0","93"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","Total","Bangladeshi","ONS 18+1","2.2","8","363"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","Total","Asian other","ONS 18+1","1.08","4","369"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","Total","Black","ONS 5+1","8.28","14","169"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","Total","Black Caribbean","ONS 18+1","16.67","3","18"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","Total","Black African","ONS 18+1","8.11","9","111"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","Total","Black other","ONS 18+1","5","2","40"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","Total","Chinese","ONS 5+1","0.79","2","254"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","Total","Other","ONS 5+1","2.92","5","171"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","Total","All Ethnic Minorities","ONS 18+1","2.5","104","4166"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","Total","Unclassified","ONS 18+1","2.89","8","277"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded primary","White","ONS 5+1","1.44","369","25588"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded primary","White British","ONS 18+1","1.46","365","25043"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded primary","White Irish","ONS 18+1","0","0","47"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded primary","Irish Traveller","ONS 18+1","0","0","4"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded primary","Gypsy/Roma","ONS 18+1","0","0","2"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded primary","White other","ONS 18+1","0.81","4","492"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded primary","Mixed","ONS 5+1","0.5","4","798"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded primary","Mixed White/Black Caribbean","ONS 18+1","0.76","1","132"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded primary","Mixed White/Black African","ONS 18+1","0","0","123"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded primary","Mixed White/Asian","ONS 18+1","0.41","1","243"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded primary","Mixed other","ONS 18+1","0.67","2","300"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded primary","Asian","ONS 5+1","0","0","654"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded primary","Indian","ONS 18+1","0","0","190"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded primary","Pakistani","ONS 18+1","0","0","40"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded primary","Bangladeshi","ONS 18+1","0","0","218"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded primary","Asian other","ONS 18+1","0","0","206"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded primary","Black","ONS 5+1","1.18","1","85"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded primary","Black Caribbean","ONS 18+1","0","0","9"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded primary","Black African","ONS 18+1","2.04","1","49"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded primary","Black other","ONS 18+1","0","0","27"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded primary","Chinese","ONS 5+1","0","0","123"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded primary","Other","ONS 5+1","0","0","98"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded primary","All Ethnic Minorities","ONS 18+1","0.39","9","2303"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded primary","Unclassified","ONS 18+1","0","0","147"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded secondary","White","ONS 5+1","7.82","1529","19542"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded secondary","White British","ONS 18+1","7.95","1523","19153"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded secondary","White Irish","ONS 18+1","0","0","54"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded secondary","Gypsy/Roma","ONS 18+1","0","0","1"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded secondary","White other","ONS 18+1","1.8","6","334"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded secondary","Mixed","ONS 5+1","8.96","50","558"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded secondary","Mixed White/Black Caribbean","ONS 18+1","15.48","13","84"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded secondary","Mixed White/Black African","ONS 18+1","23.26","20","86"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded secondary","Mixed White/Asian","ONS 18+1","3.3","6","182"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded secondary","Mixed other","ONS 18+1","5.34","11","206"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded secondary","Asian","ONS 5+1","1.59","9","567"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded secondary","Indian","ONS 18+1","0","0","218"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded secondary","Pakistani","ONS 18+1","0","0","51"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded secondary","Bangladeshi","ONS 18+1","5.71","8","140"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded secondary","Asian other","ONS 18+1","0.63","1","158"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded secondary","Black","ONS 5+1","15.66","13","83"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded secondary","Black Caribbean","ONS 18+1","33.33","3","9"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded secondary","Black African","ONS 18+1","13.11","8","61"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded secondary","Black other","ONS 18+1","15.38","2","13"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded secondary","Chinese","ONS 5+1","1.54","2","130"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded secondary","Other","ONS 5+1","6.85","5","73"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded secondary","All Ethnic Minorities","ONS 18+1","4.72","85","1800"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","State-funded secondary","Unclassified","ONS 18+1","6.2","8","129"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","special","White","ONS 5+1","28.78","310","1077"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","special","White British","ONS 18+1","29.19","310","1062"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","special","White Irish","ONS 18+1","0","0","5"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","special","Gypsy/Roma","ONS 18+1","0","0","1"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","special","White other","ONS 18+1","0","0","9"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","special","Mixed","ONS 5+1","24.14","7","29"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","special","Mixed White/Black Caribbean","ONS 18+1","0","0","6"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","special","Mixed White/Black African","ONS 18+1","12.5","1","8"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","special","Mixed White/Asian","ONS 18+1","75","6","8"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","special","Mixed other","ONS 18+1","0","0","7"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","special","Asian","ONS 5+1","17.65","3","17"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","special","Indian","ONS 18+1","0","0","5"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","special","Pakistani","ONS 18+1","0","0","2"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","special","Bangladeshi","ONS 18+1","0","0","5"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","special","Asian other","ONS 18+1","60","3","5"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","special","Black","ONS 5+1","0","0","1"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","special","Black African","ONS 18+1","0","0","1"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","special","Chinese","ONS 5+1","0","0","1"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","special","All Ethnic Minorities","ONS 18+1","15.87","10","63"
"Fixed period exclusions","2017/18","Academic Year","E08000015","Wirral","special","Unclassified","ONS 18+1","0","0","1"
"Fixed period exclusions","2017/18","Academic Year","E08000001","Bolton","Total","White","ONS 5+1","8.8","2831","32183"
"Fixed period exclusions","2017/18","Academic Year","E08000001","Bolton","Total","White British","ONS 18+1","8.97","2733","30462"
"Fixed period exclusions","2017/18","Academic Year","E08000001","Bolton","Total","White Irish","ONS 18+1","26.67","16","60"
"Fixed period exclusions","2017/18","Academic Year","E08000001","Bolton","Total","Irish Traveller","ONS 18+1","0","0","10"
"Fixed period exclusions","2017/18","Academic Year","E08000001","Bolton","Total","Gypsy/Roma","ONS 18+1","9.38","18","192"
"Fixed period exclusions","2017/18","Academic Year","E08000001","Bolton","Total","White other","ONS 18+1","4.39","64","1459"
"Fixed period exclusions","2017/18","Academic Year","E08000001","Bolton","Total","Mixed","ONS 5+1","6.38","129","2021"
"Fixed period exclusions","2017/18","Academic Year","E08000001","Bolton","Total","Mixed White/Black Caribbean","ONS 18+1","17.23","56","325"
"Fixed period exclusions","2017/18","Academic Year","E08000001","Bolton","Total","Mixed White/Black African","ONS 18+1","3.75","13","347"
"Fixed period exclusions","2017/18","Academic Year","E08000001","Bolton","Total","Mixed White/Asian","ONS 18+1","3.6","25","695"
"Fixed period exclusions","2017/18","Academic Year","E08000001","Bolton","Total","Mixed other","ONS 18+1","5.35","35","654"
"Fixed period exclusions","2017/18","Academic Year","E08000001","Bolton","Total","Asian","ONS 5+1","1.62","187","11553"
"Fixed period exclusions","2017/18","Academic Year","E08000001","Bolton","Total","Indian","ONS 18+1","0.53","25","4706"
"Fixed period exclusions","2017/18","Academic Year","E08000001","Bolton","Total","Pakistani","ONS 18+1","2.29","134","5847"
"Fixed period exclusions","2017/18","Academic Year","E08000001","Bolton","Total","Bangladeshi","ONS 18+1","0","0","205"
"Fixed period exclusions","2017/18","Academic Year","E08000001","Bolton","Total","Asian other","ONS 18+1","3.52","28","795"
"Fixed period exclusions","2017/18","Academic Year","E08000001","Bolton","Total","Black","ONS 5+1","3.72","108","2906"
"Fixed period exclusions","2017/18","Academic Year","E08000001","Bolton","Total","Black Caribbean","ONS 18+1","3.57","2","56"
"Fixed period exclusions","2017/18","Academic Year","E08000001","Bolton","Total","Black African","ONS 18+1","3.73","95","2544"
"Fixed period exclusions","2017/18","Academic Year","E08000001","Bolton","Total","Black other","ONS 18+1","3.59","11","306"
"Fixed period exclusions","2017/18","Academic Year","E08000001","Bolton","Total","Chinese","ONS 5+1","1.96","3","153"
"Fixed period exclusions","2017/18","Academic Year","E08000001","Bolton","Total","Other","ONS 5+1","5.05","47","931"
"Fixed period exclusions","2017/18","Academic Year","E08000001","Bolton","Total","All Ethnic Minorities","ONS 18+1","2.97","572","19285"
"Fixed period exclusions","2017/18","Academic Year","E08000001","Bolton","Total","Unclassified","ONS 18+1","5.17","12","232"
"Fixed period exclusions","2017/18","Academic Year","E08000001","Bolton","State-funded primary","White","ONS 5+1","2.33","438","18785"
"Fixed period exclusions","2017/18","Academic Year","E08000001","Bolton","State-funded primary","White British","ONS 18+1","2.37","420","17690"
