"Measure","Time","Ethnicity","Ethnicity_type","Role_Type","Broad_grade","Grade","Entry_level","Value","Headcount"
"Percentage of NHS staff in NHS trusts and CCGs","March 2015","Chinese","ONS 6+1","Medical","Junior Doctor","Specialty Registrar","Graduate","2.9","813"
"Percentage of NHS staff in NHS trusts and CCGs","March 2015","Mixed","ONS 6+1","Medical","Junior Doctor","Specialty Registrar","Graduate","3.6","994"
"Percentage of NHS staff in NHS trusts and CCGs","March 2015","Other","ONS 6+1","Medical","Junior Doctor","Specialty Registrar","Graduate","4","1119"
"Percentage of NHS staff in NHS trusts and CCGs","March 2015","Unknown","ONS 6+1","Medical","Junior Doctor","Specialty Registrar","Graduate","N/A","2723"
"Percentage of NHS staff in NHS trusts and CCGs","March 2015","White","ONS 6+1","Medical","Junior Doctor","Specialty Registrar","Graduate","54.6","15142"
"Percentage of NHS staff in NHS trusts and CCGs","March 2015","All","ONS 6+1","Medical","Senior Doctor","Staff Grade","Graduate","N/A","411"
"Percentage of NHS staff in NHS trusts and CCGs","March 2015","Asian","ONS 6+1","Medical","Senior Doctor","Staff Grade","Graduate","39.5","146"
"Percentage of NHS staff in NHS trusts and CCGs","March 2015","Black","ONS 6+1","Medical","Senior Doctor","Staff Grade","Graduate","7.6","28"
"Percentage of NHS staff in NHS trusts and CCGs","March 2015","Chinese","ONS 6+1","Medical","Senior Doctor","Staff Grade","Graduate","0.5","2"
"Percentage of NHS staff in NHS trusts and CCGs","March 2015","Mixed","ONS 6+1","Medical","Senior Doctor","Staff Grade","Graduate","3","11"
"Percentage of NHS staff in NHS trusts and CCGs","March 2015","Other","ONS 6+1","Medical","Senior Doctor","Staff Grade","Graduate","6.8","25"
"Percentage of NHS staff in NHS trusts and CCGs","March 2015","Unknown","ONS 6+1","Medical","Senior Doctor","Staff Grade","Graduate","N/A","41"
"Percentage of NHS staff in NHS trusts and CCGs","March 2015","White","ONS 6+1","Medical","Senior Doctor","Staff Grade","Graduate","42.7","158"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","All","ONS 6+1","Medical","All grades","All grades","All","N/A","110732"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Asian","ONS 6+1","Medical","All grades","All grades","All","28.1","28735"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Black","ONS 6+1","Medical","All grades","All grades","All","3.8","3847"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Chinese","ONS 6+1","Medical","All grades","All grades","All","2.4","2492"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Mixed","ONS 6+1","Medical","All grades","All grades","All","2.8","2905"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Other","ONS 6+1","Medical","All grades","All grades","All","3.9","4004"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Unknown","ONS 6+1","Medical","All grades","All grades","All","N/A","8604"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","White","ONS 6+1","Medical","All grades","All grades","All","58.9","60145"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","All","ONS 6+1","Medical","Senior Doctor","Associate Specialist","Graduate","N/A","2621"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Asian","ONS 6+1","Medical","Senior Doctor","Associate Specialist","Graduate","40","989"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Black","ONS 6+1","Medical","Senior Doctor","Associate Specialist","Graduate","5.1","126"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Chinese","ONS 6+1","Medical","Senior Doctor","Associate Specialist","Graduate","0.8","20"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Mixed","ONS 6+1","Medical","Senior Doctor","Associate Specialist","Graduate","2.9","71"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Other","ONS 6+1","Medical","Senior Doctor","Associate Specialist","Graduate","9.2","227"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Unknown","ONS 6+1","Medical","Senior Doctor","Associate Specialist","Graduate","N/A","149"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","White","ONS 6+1","Medical","Senior Doctor","Associate Specialist","Graduate","42","1039"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","All","ONS 6+1","Medical","Senior Doctor","Consultant","Graduate","N/A","46159"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Asian","ONS 6+1","Medical","Senior Doctor","Consultant","Graduate","26.8","11665"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Black","ONS 6+1","Medical","Senior Doctor","Consultant","Graduate","2.8","1237"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Chinese","ONS 6+1","Medical","Senior Doctor","Consultant","Graduate","1.8","799"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Mixed","ONS 6+1","Medical","Senior Doctor","Consultant","Graduate","2","855"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Other","ONS 6+1","Medical","Senior Doctor","Consultant","Graduate","3.4","1461"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Unknown","ONS 6+1","Medical","Senior Doctor","Consultant","Graduate","N/A","2628"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","White","ONS 6+1","Medical","Senior Doctor","Consultant","Graduate","63.2","27514"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","All","ONS 6+1","Medical","Junior Doctor","Core Training","Graduate","N/A","8715"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Asian","ONS 6+1","Medical","Junior Doctor","Core Training","Graduate","27.6","2192"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Black","ONS 6+1","Medical","Junior Doctor","Core Training","Graduate","5","398"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Chinese","ONS 6+1","Medical","Junior Doctor","Core Training","Graduate","3.4","271"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Mixed","ONS 6+1","Medical","Junior Doctor","Core Training","Graduate","4","320"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Other","ONS 6+1","Medical","Junior Doctor","Core Training","Graduate","3.8","300"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Unknown","ONS 6+1","Medical","Junior Doctor","Core Training","Graduate","N/A","772"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","White","ONS 6+1","Medical","Junior Doctor","Core Training","Graduate","56.2","4462"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","All","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 1","Graduate","N/A","6358"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Asian","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 1","Graduate","21.4","1212"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Black","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 1","Graduate","3.3","187"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Chinese","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 1","Graduate","3.6","205"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Mixed","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 1","Graduate","4.2","240"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Other","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 1","Graduate","3","171"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Unknown","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 1","Graduate","N/A","685"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","White","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 1","Graduate","64.5","3658"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","All","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 2","Graduate","N/A","6658"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Asian","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 2","Graduate","22.9","1368"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Black","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 2","Graduate","3.6","217"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Chinese","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 2","Graduate","3.7","219"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Mixed","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 2","Graduate","4","239"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Other","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 2","Graduate","3.3","200"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Unknown","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 2","Graduate","N/A","679"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","White","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 2","Graduate","62.5","3736"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","All","ONS 6+1","Medical","Other Doctor grades","Hospital Practitioner / Clinical Assistant","Graduate","N/A","1732"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Asian","ONS 6+1","Medical","Other Doctor grades","Hospital Practitioner / Clinical Assistant","Graduate","17","260"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Black","ONS 6+1","Medical","Other Doctor grades","Hospital Practitioner / Clinical Assistant","Graduate","2.2","33"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Chinese","ONS 6+1","Medical","Other Doctor grades","Hospital Practitioner / Clinical Assistant","Graduate","0.3","5"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Mixed","ONS 6+1","Medical","Other Doctor grades","Hospital Practitioner / Clinical Assistant","Graduate","1.2","19"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Other","ONS 6+1","Medical","Other Doctor grades","Hospital Practitioner / Clinical Assistant","Graduate","2","30"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Unknown","ONS 6+1","Medical","Other Doctor grades","Hospital Practitioner / Clinical Assistant","Graduate","N/A","201"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","White","ONS 6+1","Medical","Other Doctor grades","Hospital Practitioner / Clinical Assistant","Graduate","77.3","1184"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","All","ONS 6+1","Medical","Other Doctor grades","Other and Local HCHS Doctor Grades","Graduate","N/A","1352"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Asian","ONS 6+1","Medical","Other Doctor grades","Other and Local HCHS Doctor Grades","Graduate","17.9","223"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Black","ONS 6+1","Medical","Other Doctor grades","Other and Local HCHS Doctor Grades","Graduate","2.7","34"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Chinese","ONS 6+1","Medical","Other Doctor grades","Other and Local HCHS Doctor Grades","Graduate","1.2","15"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Mixed","ONS 6+1","Medical","Other Doctor grades","Other and Local HCHS Doctor Grades","Graduate","2.3","28"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Other","ONS 6+1","Medical","Other Doctor grades","Other and Local HCHS Doctor Grades","Graduate","2.1","26"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Unknown","ONS 6+1","Medical","Other Doctor grades","Other and Local HCHS Doctor Grades","Graduate","N/A","109"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","White","ONS 6+1","Medical","Other Doctor grades","Other and Local HCHS Doctor Grades","Graduate","73.8","917"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","All","ONS 6+1","Medical","Senior Doctor","Specialty Doctor","Graduate","N/A","7280"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Asian","ONS 6+1","Medical","Senior Doctor","Specialty Doctor","Graduate","43.7","2934"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Black","ONS 6+1","Medical","Senior Doctor","Specialty Doctor","Graduate","5.3","358"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Chinese","ONS 6+1","Medical","Senior Doctor","Specialty Doctor","Graduate","1","69"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Mixed","ONS 6+1","Medical","Senior Doctor","Specialty Doctor","Graduate","2.6","176"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Other","ONS 6+1","Medical","Senior Doctor","Specialty Doctor","Graduate","6.6","442"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Unknown","ONS 6+1","Medical","Senior Doctor","Specialty Doctor","Graduate","N/A","572"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","White","ONS 6+1","Medical","Senior Doctor","Specialty Doctor","Graduate","40.7","2729"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","All","ONS 6+1","Medical","Junior Doctor","Specialty Registrar","Graduate","N/A","29753"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Asian","ONS 6+1","Medical","Junior Doctor","Specialty Registrar","Graduate","29.1","7837"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Black","ONS 6+1","Medical","Junior Doctor","Specialty Registrar","Graduate","4.6","1231"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Chinese","ONS 6+1","Medical","Junior Doctor","Specialty Registrar","Graduate","3.3","884"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Mixed","ONS 6+1","Medical","Junior Doctor","Specialty Registrar","Graduate","3.5","949"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Other","ONS 6+1","Medical","Junior Doctor","Specialty Registrar","Graduate","4.2","1134"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Unknown","ONS 6+1","Medical","Junior Doctor","Specialty Registrar","Graduate","N/A","2798"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","White","ONS 6+1","Medical","Junior Doctor","Specialty Registrar","Graduate","55.4","14920"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","All","ONS 6+1","Medical","Senior Doctor","Staff Grade","Graduate","N/A","466"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Asian","ONS 6+1","Medical","Senior Doctor","Staff Grade","Graduate","34.2","143"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Black","ONS 6+1","Medical","Senior Doctor","Staff Grade","Graduate","6.9","29"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Chinese","ONS 6+1","Medical","Senior Doctor","Staff Grade","Graduate","2.2","9"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Mixed","ONS 6+1","Medical","Senior Doctor","Staff Grade","Graduate","4.1","17"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Other","ONS 6+1","Medical","Senior Doctor","Staff Grade","Graduate","6","25"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","Unknown","ONS 6+1","Medical","Senior Doctor","Staff Grade","Graduate","N/A","48"
"Percentage of NHS staff in NHS trusts and CCGs","March 2016","White","ONS 6+1","Medical","Senior Doctor","Staff Grade","Graduate","46.7","195"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","All","ONS 6+1","Medical","All grades","All grades","All","N/A","113508"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Asian","ONS 6+1","Medical","All grades","All grades","All","28.5","29823"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Black","ONS 6+1","Medical","All grades","All grades","All","3.9","4115"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Chinese","ONS 6+1","Medical","All grades","All grades","All","2.5","2576"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Mixed","ONS 6+1","Medical","All grades","All grades","All","3","3115"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Other","ONS 6+1","Medical","All grades","All grades","All","4","4167"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Unknown","ONS 6+1","Medical","All grades","All grades","All","N/A","9021"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","White","ONS 6+1","Medical","All grades","All grades","All","58.1","60691"
